Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8136003,2018-10-30 17:01:11,2018-10-30 16:58:27,88355,44177500,88355,500,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/136/SRR8136003.sralite.1,SRX4956989,D20131208,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996811,SAMN05204188,simple,1592332,sludge metagenome,D20131208,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,7ED6CB7198A8037B66B8533D89412344,91A859D0A97C8E587315BFB6B0574636
SRR8136004,2018-10-30 17:11:11,2018-10-30 17:00:36,80273,40136500,80273,500,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136004/SRR8136004.sralite.1,SRX4956990,D20131209,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996812,SAMN05204189,simple,1592332,sludge metagenome,D20131209,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,97DAAADF2F16AE537B31E302E4F89760,DD5EE9CD5A96AF2A76FE91AF15876EC9
SRR8136005,2018-10-30 17:09:11,2018-10-30 17:00:34,65910,32955000,65910,500,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136005/SRR8136005.sralite.1,SRX4956991,D20131210,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996813,SAMN05204190,simple,1592332,sludge metagenome,D20131210,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,F56416C7F77D35557FD0B3AA72044241,9F3DEFEC0441D580B4D2E0F0996AD966
SRR8136006,2018-10-30 17:09:11,2018-10-30 16:59:56,116223,58111500,116223,500,37,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136006/SRR8136006.sralite.1,SRX4956992,D20131211,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996814,SAMN05204191,simple,1592332,sludge metagenome,D20131211,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,1301012E7C66742E746C4C956F0E6E79,1D4488FE244598B378B39AF39BD2D1C2
SRR8136007,2018-10-30 16:59:12,2018-10-30 16:56:46,117376,58688000,117376,500,38,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136007/SRR8136007.sralite.1,SRX4956993,D20131212,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996815,SAMN05204192,simple,1592332,sludge metagenome,D20131212,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,45367C718B13D7225B582D09A13DD381,1AB134AC657C6B47303A7DD9C97FC8FA
SRR8136008,2018-10-30 17:09:11,2018-10-30 17:00:58,96556,48278000,96556,500,31,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136008/SRR8136008.sralite.1,SRX4956994,D20131215,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996816,SAMN05204193,simple,1592332,sludge metagenome,D20131215,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,73D4F788EFFEF2179361DF5910E82584,E2C9735F17C20A710ED1E638218A58CE
SRR8136009,2018-10-30 17:09:11,2018-10-30 16:59:59,95400,47700000,95400,500,31,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136009/SRR8136009.sralite.1,SRX4956995,D20131216,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996817,SAMN05204194,simple,1592332,sludge metagenome,D20131216,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,DB8393954AED550C17FC36C550A40F6D,74B492357A346E62CDF24F57CF03862D
SRR8136010,2018-10-30 17:09:11,2018-10-30 17:03:39,90061,45030500,90061,500,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136010/SRR8136010.sralite.1,SRX4956996,D20131217,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996818,SAMN05204195,simple,1592332,sludge metagenome,D20131217,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,5C137B1E85F8B3973A866BD201EAB60B,5D2AC0834AE60A64F701021244B0AAC5
SRR8136011,2018-10-30 17:01:11,2018-10-30 16:58:47,28923,14461500,28923,500,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136011/SRR8136011.sralite.1,SRX4956997,D20131218,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996819,SAMN05204196,simple,1592332,sludge metagenome,D20131218,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,436240A545DD45DA9B17579D535F493A,C29C6DAE1331F52877A788E376074920
SRR8136012,2018-10-30 17:09:11,2018-10-30 17:02:08,65409,32704500,65409,500,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136012/SRR8136012.sralite.1,SRX4956998,D20131219,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996820,SAMN05204197,simple,1592332,sludge metagenome,D20131219,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,4D9E8A4363B15F211E1A58037114D695,10FBEAEFC88CF2B941895F1682C5EB48
SRR8136013,2018-10-30 17:09:11,2018-10-30 17:02:10,67689,33844500,67689,500,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136013/SRR8136013.sralite.1,SRX4956999,D20131220,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996821,SAMN05204198,simple,1592332,sludge metagenome,D20131220,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,102B76BBF7049FA9EE770464377B58ED,FC2A74D222FF720CD0E93F04BFC11A1A
SRR8136014,2018-10-30 17:09:11,2018-10-30 17:01:59,63735,31867500,63735,500,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136014/SRR8136014.sralite.1,SRX4957000,D20131223,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996822,SAMN05204199,simple,1592332,sludge metagenome,D20131223,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,BC90DFC4DD58E583A16B0C502C89A452,9AD41FC4602AA22BD3879BCA09127BFB
SRR8136015,2018-10-30 17:09:12,2018-10-30 17:04:12,52198,26099000,52198,500,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136015/SRR8136015.sralite.1,SRX4957001,D20131224,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996823,SAMN05204200,simple,1592332,sludge metagenome,D20131224,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,A0315A8175B5F626EDC69BF36253D0B8,56ADBD924C1A4480D3711245E52DEEB6
SRR8136016,2018-10-30 17:09:12,2018-10-30 17:02:50,62589,31294500,62589,500,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136016/SRR8136016.sralite.1,SRX4957002,D20131227,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996824,SAMN05204201,simple,1592332,sludge metagenome,D20131227,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,FE939FF4AA76580B06CA4AC62B74C92A,81E7ADBC3E4E984100021539A827B398
SRR8136017,2018-10-30 17:09:12,2018-10-30 17:03:34,52065,26032500,52065,500,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136017/SRR8136017.sralite.1,SRX4957003,D20131230,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996825,SAMN05204202,simple,1592332,sludge metagenome,D20131230,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,9D6DFBBC3A451986052E8D0633617384,53691A2C5B0B690A9DCFEFEDA3070CC8
SRR8136018,2018-10-30 17:11:11,2018-10-30 17:01:44,61561,30780500,61561,500,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136018/SRR8136018.sralite.1,SRX4957004,D20131231,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996826,SAMN05204203,simple,1592332,sludge metagenome,D20131231,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,67090AA97E9D704F988FEC607E0C13EF,FE006F079813EBBB2709721EAC1340CB
SRR8136019,2018-10-30 17:09:12,2018-10-30 17:02:15,58331,29165500,58331,500,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136019/SRR8136019.sralite.1,SRX4957005,D20140102,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996827,SAMN05204204,simple,1592332,sludge metagenome,D20140102,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,855AD62710E98CBA8A84035A94672C62,5CBE7C4CEACF16FB711FA9456E3EB9E6
SRR8136020,2018-10-30 17:09:12,2018-10-30 17:04:46,56945,28472500,56945,500,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136020/SRR8136020.sralite.1,SRX4957006,D20140103,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996828,SAMN05204205,simple,1592332,sludge metagenome,D20140103,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,9D2B341A0BA6500ECC8AFDC58A4DBF7A,C0A3A30447816200245DF4DF8E207B17
SRR8136021,2018-10-30 17:09:12,2018-10-30 17:05:02,56712,28356000,56712,500,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136021/SRR8136021.sralite.1,SRX4957007,D20140106,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996829,SAMN05204206,simple,1592332,sludge metagenome,D20140106,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,8E0AA75109A56932869384532C4F9BE9,41F2509184BC998873E4A0F336B1E23B
SRR8136022,2018-10-30 17:09:12,2018-10-30 17:03:06,98476,49238000,98476,500,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136022/SRR8136022.sralite.1,SRX4957008,D20140107,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996830,SAMN05204207,simple,1592332,sludge metagenome,D20140107,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,9BA084FC2905B05D4D1F6109D8B8ED91,3ECF9608D514AB6F71CA742D62273B30
SRR8136023,2018-10-30 17:09:12,2018-10-30 17:04:51,92902,46451000,92902,500,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136023/SRR8136023.sralite.1,SRX4957009,D20140108,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996831,SAMN05204208,simple,1592332,sludge metagenome,D20140108,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,9602B8C5B16FC351DF3D85CA0CC37270,8F5B5CBC6C27928252B56A25B3033EBA
SRR8136024,2018-10-30 17:15:11,2018-10-30 17:09:23,84553,42276500,84553,500,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136024/SRR8136024.sralite.1,SRX4957010,D20140109,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996832,SAMN05204209,simple,1592332,sludge metagenome,D20140109,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,85DD7526A3D145F8EDD818E595E8636B,752F3FCACB79A6F7961CB15A5A81CF69
SRR8136025,2018-10-30 17:09:12,2018-10-30 17:06:08,77707,38853500,77707,500,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136025/SRR8136025.sralite.1,SRX4957011,D20140110,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996833,SAMN05204210,simple,1592332,sludge metagenome,D20140110,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,5B45E48767940928D32B1831EFE8FA5C,3462EFBCF27016B17066E5377E46B131
SRR8136026,2018-10-30 17:11:11,2018-10-30 17:07:57,69458,34729000,69458,500,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136026/SRR8136026.sralite.1,SRX4957012,D20140113,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996834,SAMN05204211,simple,1592332,sludge metagenome,D20140113,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,AB589EEAD47EBA845241273E818031CC,51FD264B6EA5461094ADD2EAE849B501
SRR8136027,2018-10-30 17:09:12,2018-10-30 17:07:59,57063,28531500,57063,500,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136027/SRR8136027.sralite.1,SRX4957013,D20140114,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996835,SAMN05204212,simple,1592332,sludge metagenome,D20140114,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,9042280399F3E88E48E4102B8D8945F3,36FA807ECAF412C2B031AA64F3324D73
SRR8136028,2018-10-30 17:18:11,2018-10-30 17:11:21,70765,35382500,70765,500,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/136/SRR8136028.sralite.1,SRX4957014,D20140115,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996836,SAMN05204213,simple,1592332,sludge metagenome,D20140115,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,ADCD82BC905E2ECEC7AA8439E3EB58E2,A785B5D863D6B1AD33AE83DFA1B0A7CF
SRR8136029,2018-10-30 17:18:11,2018-10-30 17:13:11,88639,44319500,88639,500,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136029/SRR8136029.sralite.1,SRX4957015,D20140116,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996837,SAMN05204214,simple,1592332,sludge metagenome,D20140116,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,34BB9A7A48BC7C5AABFDA2E649BA6CE8,260C728498FB697BF8D2B33317362D59
SRR8136030,2018-10-30 17:11:11,2018-10-30 17:08:22,81834,40917000,81834,500,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/136/SRR8136030.sralite.1,SRX4957016,D20140117,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996838,SAMN05204215,simple,1592332,sludge metagenome,D20140117,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,AFE90F8A63E37B393FEC2E295A81FB36,8A377BE855D2F0D6B9B05F55A8441BF9
SRR8136031,2018-10-30 17:18:11,2018-10-30 17:15:03,77062,38531000,77062,500,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136031/SRR8136031.sralite.1,SRX4957017,D20140120,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996839,SAMN05204216,simple,1592332,sludge metagenome,D20140120,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,A7E9990E42B5CEE8987EE47645D97BF6,A22422A8BA5B2AB1593EB49D2921E729
SRR8136032,2018-10-30 17:18:11,2018-10-30 17:14:02,114565,57282500,114565,500,31,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136032/SRR8136032.sralite.1,SRX4957018,D20140121,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996840,SAMN05204217,simple,1592332,sludge metagenome,D20140121,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,E7AE4FD3DD9CAF41A0D05F9080083413,C57C9D88CC649AD6E6FC3257D8495A59
SRR8136033,2018-10-30 17:15:11,2018-10-30 17:10:55,124695,62347500,124695,500,34,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136033/SRR8136033.sralite.1,SRX4957019,D20140122,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996841,SAMN05204218,simple,1592332,sludge metagenome,D20140122,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,1DF2550DFFE06B0C340822DFFCEA2B67,7AED0B402A279DE925569393B972C5D3
SRR8136034,2018-10-30 17:18:11,2018-10-30 17:11:38,127735,63867500,127735,500,35,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/136/SRR8136034.sralite.1,SRX4957020,D20140123,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996842,SAMN05204219,simple,1592332,sludge metagenome,D20140123,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,6A1E6F455EEA7A76086A7C4D5ADEAD64,2C73AF570DB6D9DE754414BB7FD991F7
SRR8136035,2018-10-30 17:18:11,2018-10-30 17:12:45,124657,62328500,124657,500,34,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136035/SRR8136035.sralite.1,SRX4957021,D20140124,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996843,SAMN05204220,simple,1592332,sludge metagenome,D20140124,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,D3F8BE41A92F1B0BFFB8506F9B2CAA82,F5B8D740E611E696E903BD2E71F271D0
SRR8136036,2018-10-30 17:19:12,2018-10-30 17:15:14,113204,56602000,113204,500,32,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136036/SRR8136036.sralite.1,SRX4957022,D20140127,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996844,SAMN05204221,simple,1592332,sludge metagenome,D20140127,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,CDEDB878DFF86CDA032E76EF6F08AA3C,C1720EBC2B3EBA39016743BEB12443BF
SRR8136037,2018-10-30 17:18:11,2018-10-30 17:11:08,111846,55923000,111846,500,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136037/SRR8136037.sralite.1,SRX4957023,D20140128,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996845,SAMN05204222,simple,1592332,sludge metagenome,D20140128,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,289F6E56930007274BA88B1D7D54E0D8,6602B79F554CFB7F131EBF8E018AF68C
SRR8136038,2018-10-30 17:11:11,2018-10-30 17:08:51,114303,57151500,114303,500,31,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/136/SRR8136038.sralite.1,SRX4957024,D20140129,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996846,SAMN05204223,simple,1592332,sludge metagenome,D20140129,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,0F408DC6BBD344BFD276B34F0D1D37B1,B6B9FC47133EE9ED63381FD4C4D88BF0
SRR8136039,2018-10-30 17:18:11,2018-10-30 17:11:49,120261,60130500,120261,500,33,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136039/SRR8136039.sralite.1,SRX4957025,D20140130,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996847,SAMN05204224,simple,1592332,sludge metagenome,D20140130,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,9ADFD6342D0E4F2E58F9ECAC038EBAC8,90C725E9DE0BDACD574760166BC93744
SRR8136040,2018-10-30 17:18:11,2018-10-30 17:13:37,101831,50915500,101831,500,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136040/SRR8136040.sralite.1,SRX4957026,D20140204,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996848,SAMN05204225,simple,1592332,sludge metagenome,D20140204,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,5FB508DD000CA1845452C79D6C95345C,37732F21D82865F29E5EBC5B213133FB
SRR8136041,2018-10-30 17:11:11,2018-10-30 17:08:04,55916,27958000,55916,500,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136041/SRR8136041.sralite.1,SRX4957027,D20140205,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996849,SAMN05204226,simple,1592332,sludge metagenome,D20140205,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,7A31A2C21B25B128C49B6C51FDE206E3,CD2304BB5717DAE6995DFA3ACADABE19
SRR8136042,2018-10-30 18:02:11,2018-10-30 17:35:23,102262,51131000,102262,500,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136042/SRR8136042.sralite.1,SRX4957028,D20140206,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996850,SAMN05204227,simple,1592332,sludge metagenome,D20140206,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,F7246391A83E039689E616852BED54FE,B35E30EF2CE423559CC3F18FFB32BBC9
SRR8136043,2018-10-30 17:18:11,2018-10-30 17:11:45,107741,53870500,107741,500,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136043/SRR8136043.sralite.1,SRX4957029,D20140207,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996851,SAMN05204228,simple,1592332,sludge metagenome,D20140207,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,49BD76FD687E6492E7CD236B7C7D6209,86F66ADFEC5C69EE81F1AF1AA1F16813
SRR8136044,2018-10-30 17:18:11,2018-10-30 17:11:48,96003,48001500,96003,500,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136044/SRR8136044.sralite.1,SRX4957030,D20140210,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996852,SAMN05204229,simple,1592332,sludge metagenome,D20140210,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,740D5E77CAE2E8C7944F2B62F4B05938,904E2B29A754029316AC6BC3931D420C
SRR8136045,2018-10-30 17:18:11,2018-10-30 17:13:59,85489,42744500,85489,500,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/136/SRR8136045/SRR8136045.sralite.1,SRX4957031,D20140211,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076346,PRJNA324303,,324303,SRS3996853,SAMN05204230,simple,1592332,sludge metagenome,D20140211,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA432728,,public,AE22723C3AB127A8535B9D328730E7A1,0972C9E1E2069C3EBA15A1A4F7BA67EA
